Price,Close
Ticker,VOO
Date,
2024-01-02,428.3769226074219
2024-01-03,425.1986999511719
2024-01-04,423.8563537597656
2024-01-05,424.3992004394531
2024-01-08,430.4693603515625
2024-01-09,429.4231262207031
2024-01-10,432.2558898925781
2024-01-11,432.10784912109375
2024-01-12,432.30523681640625
2024-01-16,430.8345642089844
2024-01-17,428.43609619140625
2024-01-18,432.2460021972656
2024-01-19,437.5364685058594
2024-01-22,438.5333251953125
2024-01-23,439.836181640625
2024-01-24,440.2013854980469
2024-01-25,442.6788024902344
2024-01-26,442.412353515625
2024-01-29,445.6300048828125
2024-01-30,445.314208984375
2024-01-31,438.0595397949219
2024-02-01,443.82379150390625
2024-02-02,448.3838195800781
2024-02-05,446.745361328125
2024-02-06,448.1370544433594
2024-02-07,451.81866455078125
2024-02-08,452.1246032714844
2024-02-09,454.6908874511719
2024-02-12,454.48358154296875
2024-02-13,448.0778503417969
2024-02-14,452.34173583984375
2024-02-15,455.40155029296875
2024-02-16,453.0721435546875
2024-02-20,450.5848693847656
2024-02-21,451.03887939453125
2024-02-22,460.5143127441406
2024-02-23,460.7215881347656
2024-02-26,459.03375244140625
2024-02-27,459.8825988769531
2024-02-28,459.17193603515625
2024-02-29,460.8695983886719
2024-03-01,465.3111877441406
2024-03-04,464.75848388671875
2024-03-05,460.0997314453125
2024-03-06,462.5376892089844
2024-03-07,467.1174621582031
2024-03-08,464.28472900390625
2024-03-11,463.8997802734375
2024-03-12,468.86444091796875
2024-03-13,468.15380859375
2024-03-14,467.1273193359375
2024-03-15,463.9096374511719
2024-03-18,466.8114929199219
2024-03-19,469.4271240234375
2024-03-20,473.5232238769531
2024-03-21,475.1024475097656
2024-03-22,474.4815673828125
2024-03-25,473.2537536621094
2024-03-26,471.9269104003906
2024-03-27,476.0461120605469
2024-03-28,475.9866943359375
2024-04-01,475.3628845214844
2024-04-02,472.253662109375
2024-04-03,472.679443359375
2024-04-04,466.8570861816406
2024-04-05,471.8179931640625
2024-04-08,472.006103515625
2024-04-09,472.59033203125
2024-04-10,468.0155944824219
2024-04-11,471.39215087890625
2024-04-12,464.9658203125
2024-04-15,459.0642395019531
2024-04-16,458.2424011230469
2024-04-17,455.4797668457031
2024-04-18,454.4400329589844
2024-04-19,450.6377258300781
2024-04-22,454.5489501953125
2024-04-23,460.2822265625
2024-04-24,459.9455261230469
2024-04-25,458.0443420410156
2024-04-26,462.6289367675781
2024-04-29,464.24298095703125
2024-04-30,456.9056396484375
2024-05-01,455.42034912109375
2024-05-02,459.66827392578125
2024-05-03,465.3717956542969
2024-05-06,470.0653381347656
2024-05-07,470.7386169433594
2024-05-08,470.7584533691406
2024-05-09,473.461669921875
2024-05-10,474.0458984375
2024-05-13,474.0755920410156
2024-05-14,476.3233642578125
2024-05-15,482.1258850097656
2024-05-16,481.20501708984375
2024-05-17,481.91796875
2024-05-20,482.39324951171875
2024-05-21,483.6903991699219
2024-05-22,482.2843017578125
2024-05-23,478.6998291015625
2024-05-24,481.95758056640625
2024-05-28,482.3437194824219
2024-05-29,478.9473571777344
2024-05-30,475.729248046875
2024-05-31,479.8682556152344
2024-06-03,480.3930358886719
2024-06-04,480.97723388671875
2024-06-05,486.73028564453125
2024-06-06,486.62139892578125
