Price,Close
Ticker,SPY
Date,
1993-02-01,24.787738800048828
1993-03-01,25.223831176757812
1993-04-01,24.694480895996094
1993-05-01,25.360492706298828
1993-06-01,25.272859573364258
1993-07-01,25.328405380249023
1993-08-01,26.299184799194336
1993-09-01,25.946184158325195
1993-10-01,26.622894287109375
1993-11-01,26.338722229003906
1993-12-01,26.480831146240234
1994-01-01,27.591951370239258
1994-02-01,26.787256240844727
1994-03-01,25.517635345458984
1994-04-01,25.95261001586914
1994-05-01,26.366262435913086
1994-06-01,25.5928955078125
1994-07-01,26.59488296508789
1994-08-01,27.60871696472168
1994-09-01,26.748779296875
1994-10-01,27.676471710205078
1994-11-01,26.574508666992188
1994-12-01,26.556276321411133
1995-01-01,27.667644500732422
1995-02-01,28.796728134155273
1995-03-01,29.439308166503906
1995-04-01,30.47545051574707
1995-05-01,31.684520721435547
1995-06-01,32.13675308227539
1995-07-01,33.365238189697266
1995-08-01,33.513771057128906
1995-09-01,34.74848937988281
1995-10-01,34.831298828125
1995-11-01,36.38059616088867
1995-12-01,36.725929260253906
1996-01-01,38.2677116394043
1996-02-01,38.389793395996094
1996-03-01,38.87811279296875
1996-04-01,39.475242614746094
1996-05-01,40.371341705322266
1996-06-01,40.51282501220703
1996-07-01,38.89736557006836
1996-08-01,39.646461486816406
1996-09-01,41.64728546142578
1996-10-01,43.21506881713867
1996-11-01,46.36994552612305
1996-12-01,45.04509353637695
1997-01-01,48.063289642333984
1997-02-01,48.5230598449707
1997-03-01,46.20512771606445
1997-04-01,49.285762786865234
1997-05-01,52.40097427368164
1997-06-01,54.34315490722656
1997-07-01,58.87899398803711
1997-08-01,55.8288459777832
1997-09-01,58.29985046386719
1997-10-01,57.07992935180664
1997-11-01,59.28873825073242
1997-12-01,60.180023193359375
1998-01-01,61.197574615478516
1998-02-01,65.43821716308594
1998-03-01,68.43390655517578
1998-04-01,69.50841522216797
1998-05-01,68.06478118896484
1998-06-01,70.73741149902344
1998-07-01,70.00359344482422
1998-08-01,60.1204719543457
1998-09-01,63.72145462036133
1998-10-01,69.13136291503906
1998-11-01,72.98075103759766
1998-12-01,77.49781036376953
1999-01-01,80.49425506591797
1999-02-01,77.91293334960938
1999-03-01,80.94747924804688
1999-04-01,84.22526550292969
1999-05-01,82.29934692382812
1999-06-01,86.59558868408203
1999-07-01,84.16251373291016
1999-08-01,83.72662353515625
1999-09-01,81.62651062011719
1999-10-01,87.1015625
1999-11-01,88.55194854736328
1999-12-01,93.37989044189453
2000-01-01,88.94860076904297
2000-02-01,87.59423065185547
2000-03-01,95.83980560302734
2000-04-01,92.70890045166016
2000-05-01,91.25125122070312
2000-06-01,92.82870483398438
2000-07-01,91.58613586425781
2000-08-01,97.57048797607422
2000-09-01,91.98641967773438
2000-10-01,91.7861557006836
2000-11-01,84.93404388427734
2000-12-01,84.23180389404297
2001-01-01,88.24649810791016
2001-02-01,79.82892608642578
2001-03-01,75.1531753540039
2001-04-01,81.79390716552734
2001-05-01,81.33540344238281
2001-06-01,79.17205810546875
2001-07-01,78.58773803710938
2001-08-01,73.92491912841797
2001-09-01,67.6365737915039
2001-10-01,68.77442932128906
2001-11-01,74.13726806640625
2001-12-01,74.2997817993164
2002-01-01,73.82484436035156
2002-02-01,72.50068664550781
2002-03-01,74.6988525390625
2002-04-01,70.5562515258789
2002-05-01,70.13755798339844
2002-06-01,64.73433685302734
2002-07-01,59.840702056884766
2002-08-01,60.247711181640625
2002-09-01,53.68989944458008
2002-10-01,58.368221282958984
2002-11-01,61.9683837890625
2002-12-01,58.17699432373047
2003-01-01,57.024967193603516
2003-02-01,56.25632858276367
2003-03-01,56.15031814575195
2003-04-01,61.146873474121094
2003-05-01,64.49988555908203
2003-06-01,64.95230102539062
2003-07-01,66.3620834350586
2003-08-01,67.73085021972656
2003-09-01,66.73600769042969
2003-10-01,70.57805633544922
2003-11-01,71.3488540649414
2003-12-01,74.586181640625
2004-01-01,76.42015075683594
2004-02-01,77.45723724365234
2004-03-01,76.16422271728516
2004-04-01,74.9850845336914
2004-05-01,76.2690658569336
2004-06-01,77.39765930175781
2004-07-01,75.17738342285156
2004-08-01,75.36052703857422
2004-09-01,75.8013916015625
2004-10-01,77.0976791381836
2004-11-01,80.29193115234375
2004-12-01,82.56547546386719
2005-01-01,81.09555053710938
2005-02-01,82.79078674316406
2005-03-01,80.95829772949219
2005-04-01,79.75354766845703
2005-05-01,82.32359313964844
2005-06-01,82.11692810058594
2005-07-01,85.6029281616211
2005-08-01,84.80047607421875
2005-09-01,85.11866760253906
2005-10-01,83.45929718017578
2005-11-01,87.12755584716797
2005-12-01,86.50226593017578
2006-01-01,89.04911804199219
2006-02-01,89.55896759033203
2006-03-01,90.67642974853516
2006-04-01,92.18701934814453
2006-05-01,89.4102554321289
2006-06-01,89.24896240234375
2006-07-01,90.04491424560547
2006-08-01,92.0098648071289
2006-09-01,94.08056640625
2006-10-01,97.47245788574219
2006-11-01,99.4107666015625
2006-12-01,100.1817855834961
2007-01-01,102.255126953125
2007-02-01,100.24919128417969
2007-03-01,101.01026916503906
2007-04-01,105.9029769897461
2007-05-01,109.49524688720703
2007-06-01,107.4312515258789
2007-07-01,104.51612854003906
2007-08-01,105.85734558105469
2007-09-01,109.43643188476562
2007-10-01,111.44728088378906
2007-11-01,107.13063049316406
2007-12-01,105.3650894165039
2008-01-01,99.51994323730469
2008-02-01,96.94815063476562
2008-03-01,95.60787200927734
2008-04-01,100.66061401367188
2008-05-01,102.18226623535156
2008-06-01,93.1762466430664
2008-07-01,92.80086517333984
2008-08-01,94.23499298095703
2008-09-01,84.86932373046875
2008-10-01,71.2601089477539
