Price,Close
Ticker,VOO
Date,
2024-01-01,424.3992004394531
2024-01-08,432.30523681640625
2024-01-15,437.5364685058594
2024-01-22,442.412353515625
2024-01-29,448.3837890625
2024-02-05,454.69085693359375
2024-02-12,453.0721740722656
2024-02-19,460.7215576171875
2024-02-26,465.3111877441406
2024-03-04,464.28472900390625
2024-03-11,463.9096374511719
2024-03-18,472.96063232421875
2024-03-25,475.9866943359375
2024-04-01,471.8179626464844
2024-04-08,464.9658203125
2024-04-15,450.6376953125
2024-04-22,462.62896728515625
2024-04-29,465.3717956542969
2024-05-06,474.0458984375
2024-05-13,481.91796875
2024-05-20,481.95758056640625
2024-05-27,479.8682556152344
2024-06-03,485.9876403808594
2024-06-10,494.08746337890625
2024-06-17,496.8599853515625
2024-06-24,495.2261657714844
2024-07-01,506.63482666015625
2024-07-08,511.3152160644531
2024-07-15,501.3780822753906
2024-07-22,497.1846008300781
2024-07-29,486.8301086425781
2024-08-05,486.7406921386719
2024-08-12,506.247314453125
2024-08-19,513.4119262695312
2024-08-26,514.7832641601562
2024-09-02,493.5178527832031
2024-09-09,513.3225708007812
2024-09-16,520.5865478515625
2024-09-23,522.0771484375
2024-09-30,524.9697265625
2024-10-07,531.0103759765625
2024-10-14,535.6455078125
2024-10-21,530.561767578125
2024-10-28,523.26513671875
2024-11-04,548.1953735351562
2024-11-11,536.7818603515625
2024-11-18,545.7232055664062
2024-11-25,551.6842041015625
2024-12-02,557.0370483398438
2024-12-09,553.8372802734375
2024-12-16,543.3009643554688
2024-12-23,545.3345336914062
2024-12-30,538.8099975585938
